;Gender;DriverAge;CarAge;Area;Leasing;Power;Fract;Contract;Exposure;Nbclaims
10258;1;39;7;3;2;1;1;3;1.11;0
10259;1;51;2;1;2;3;3;3;2.6;0
10260;1;70;4;1;2;3;3;1;3.79;0
10261;1;31;3;1;2;1;1;3;3.37;1
10262;1;41;5;2;2;2;2;3;1.36;0
10263;1;47;5;2;1;2;3;2;3.23;0
10264;1;57;4;1;2;2;3;2;3.81;0
10265;1;43;2;1;2;3;1;3;1.63;0
10266;2;44;4;3;2;3;3;2;5.23;0
10267;1;44;5;2;2;3;3;2;0.93;0
10268;1;39;10;1;1;4;3;1;2.87;0
10269;2;29;9;1;2;3;1;1;4.19;0
10270;2;32;3;3;2;2;3;3;3.42;0
10271;2;29;10;2;2;2;2;2;2.16;0
10272;1;40;3;2;2;2;3;2;4.38;0
10273;1;56;1;4;1;2;1;1;3.1;0
10274;2;45;3;1;2;2;3;2;3.94;0
10275;1;69;11;2;2;2;3;1;3.18;0
10276;1;49;2;1;1;2;3;2;2.63;0
10277;1;46;6;2;2;1;1;2;4;0
10278;1;47;4;1;2;2;1;2;4.39;0
10279;2;32;1;4;2;1;1;3;6.71;0
10280;2;40;1;2;2;2;3;1;2.84;0
10281;1;57;0;1;2;1;2;2;1.79;0
10282;1;37;2;1;2;3;1;3;3.55;0
10283;1;37;3;3;1;4;3;1;3.67;0
10284;2;61;6;3;1;2;3;2;4.15;0
10285;1;43;8;2;1;4;2;1;2.29;0
10286;2;59;0;1;2;2;2;2;3.03;0
10287;2;45;2;1;2;4;3;2;1.28;0
10288;1;43;4;4;1;3;1;3;3.87;1
10289;1;18;3;1;1;3;3;1;3.44;0
10290;1;18;7;4;2;2;2;2;3.18;0
10291;1;31;7;2;1;4;1;2;2.36;0
10292;1;57;6;4;2;3;3;1;4.67;0
10293;1;38;10;1;2;2;1;2;0.94;0
10294;2;58;4;1;2;2;3;2;3.95;0
10295;2;30;7;4;2;3;3;2;4.66;0
10296;2;23;5;1;2;2;2;2;1.58;0
10297;1;71;6;4;2;1;3;2;1.35;0
10298;1;26;5;2;2;3;3;1;1.8;0
10299;1;37;0;1;2;1;2;3;4.37;0
10300;2;37;4;3;2;4;3;1;2.68;0
10301;1;44;2;1;2;2;1;3;2.36;0
10302;1;38;4;1;2;2;2;2;4;0
10303;2;37;5;3;1;1;3;1;5.09;0
10304;2;51;3;3;2;2;2;1;5.48;0
10305;1;46;1;2;2;3;1;1;3.31;0
10306;1;25;6;3;2;2;2;2;3.49;0
10307;1;41;5;2;2;1;1;2;2.4;0
10308;1;41;4;2;2;2;2;2;3.68;0
10309;2;56;5;1;2;1;3;2;3.19;0
10310;2;20;8;2;1;3;2;2;2.06;0
10311;2;48;7;4;2;2;3;3;2.46;0
10312;1;21;6;1;2;1;3;2;2.55;0
10313;2;44;5;1;2;1;1;1;3.17;0
10314;2;55;8;1;2;3;2;2;4.07;0
10315;1;49;8;2;2;3;3;1;3.55;0
10316;1;54;11;1;1;2;3;1;1.41;1
10317;2;34;2;1;2;2;3;1;0.47;0
10318;2;47;11;2;2;3;3;2;6.01;0
10319;2;71;4;1;1;2;3;3;0.96;0
10320;1;71;9;1;2;2;3;2;3.81;0
10321;1;27;0;3;2;2;3;2;1.9;0
10322;1;50;7;1;2;3;2;2;0.87;0
10323;2;23;2;4;1;4;3;2;3.4;0
10324;1;59;6;1;2;3;3;1;3.79;0
10325;1;40;4;2;1;2;1;2;3.46;0
10326;1;42;4;1;2;3;3;3;0.33;0
10327;1;46;6;2;2;1;2;3;1.18;0
10328;1;31;7;1;2;2;2;1;1.04;0
10329;2;50;4;2;2;3;1;2;3.3;0
10330;1;45;4;4;2;2;3;2;2.3;0
10331;2;65;6;1;2;4;1;3;3.8;0
10332;1;50;7;3;2;3;1;1;3.83;0
10333;1;27;3;1;2;2;3;2;3.36;0
10334;1;27;9;1;2;2;3;1;3.91;0
10335;2;48;5;4;2;2;2;1;3.25;0
10336;1;34;4;2;2;3;2;3;3.29;0
10337;2;33;6;1;2;1;3;2;3.23;0
10338;1;59;5;3;2;3;1;2;5.92;0
10339;2;82;5;2;2;1;3;1;1.18;0
10340;1;43;9;2;2;4;3;1;3.42;0
10341;1;47;6;3;2;3;3;2;2.21;0
10342;1;40;4;2;1;4;3;2;3.55;0
10343;1;52;4;3;2;4;2;1;2.39;0
10344;2;18;6;2;1;2;2;2;3.85;0
10345;1;18;8;2;2;3;3;2;0.6;0
10346;2;34;7;4;2;4;2;2;2.28;0
10347;1;46;1;4;2;2;1;2;1.69;0
10348;2;29;1;3;2;2;3;3;4.92;0
10349;1;56;7;3;2;3;3;2;5.02;0
10350;1;18;8;1;2;3;2;1;2.95;0
10351;1;18;3;4;2;3;2;3;3.5;1
10352;1;80;5;2;1;2;3;2;4.01;0
10353;1;27;2;3;1;2;3;1;4.41;0
10354;1;56;4;2;2;1;2;3;4.26;0
10355;1;48;6;4;2;2;3;1;4.23;0
10356;1;57;7;1;2;3;3;2;4.13;0
10357;2;66;0;2;2;2;1;2;5.71;0
10358;1;61;7;3;2;3;2;3;4.05;0
10359;2;56;4;1;1;2;1;2;0.31;0
10360;1;21;8;2;1;3;3;1;2.08;0
10361;1;47;0;1;2;3;3;1;3.53;0
10362;1;22;4;1;2;1;1;2;0.08;0
10363;2;56;3;3;1;3;1;3;1;0
10364;1;44;10;2;2;2;2;2;2.96;0
10365;1;69;10;2;2;2;3;2;2.25;0
10366;1;44;3;4;2;2;3;2;4.1;0
10367;2;38;2;1;1;2;3;1;2.55;0
10368;2;28;3;1;2;1;1;3;1.79;0
10369;1;42;8;3;2;3;2;3;3.84;0
10370;1;21;3;2;2;3;3;1;0.23;0
10371;2;24;3;4;2;2;3;1;1.03;0
10372;1;18;4;4;2;1;3;1;1.72;0
10373;2;50;5;2;1;2;1;2;1.54;0
10374;1;32;5;3;2;1;3;2;4.72;0
10375;1;42;2;1;1;2;3;2;3.78;0
10376;1;76;8;3;2;2;2;3;2.38;0
10377;1;41;4;2;2;3;1;1;3.7;0
10378;2;39;5;3;1;2;3;2;0.08;0
10379;1;47;10;4;1;2;1;1;4.68;0
10380;1;55;3;3;1;3;3;2;1.36;0
10381;1;39;7;2;1;3;3;2;1.47;0
10382;1;63;5;2;2;2;2;1;1.3;0
10383;1;48;3;2;2;1;2;2;4.85;0
10384;1;18;4;4;2;4;3;2;0.41;0
10385;2;68;6;1;2;4;3;1;0.86;0
10386;1;58;7;2;2;2;3;1;2.21;0
10387;1;29;7;2;2;1;3;2;0.08;0
10388;1;54;6;1;2;2;3;3;1.36;0
10389;2;82;4;2;2;2;2;1;1.6;0
10390;2;26;4;3;2;3;3;2;5.27;0
10391;1;43;8;1;1;1;2;1;3;0
10392;2;43;4;4;2;2;3;2;4.2;0
10393;2;40;5;3;2;1;3;1;5.45;0
10394;2;28;6;1;2;2;3;2;0.08;0
10395;2;34;4;3;1;2;1;2;3.23;0
10396;2;23;6;3;2;3;2;2;4.53;0
10397;1;31;0;1;2;3;3;3;2.1;0
10398;1;40;6;1;2;2;3;2;2.82;0
10399;1;61;11;2;2;3;3;2;0.31;0
10400;2;56;4;4;2;3;3;1;2.81;0
10401;1;18;9;3;2;3;2;2;1.36;0
10402;1;51;3;2;1;1;1;1;3.06;0
10403;1;29;3;1;1;3;3;2;3.48;0
10404;2;35;9;4;2;3;3;1;2.88;0
10405;2;36;10;1;1;4;3;2;2.94;0
10406;2;36;0;2;2;3;3;2;4.64;1
10407;1;46;5;2;2;2;3;1;3.43;0
10408;1;33;6;2;2;1;3;3;1.53;0
10409;2;52;8;1;2;4;3;1;3.51;0
10410;1;46;4;2;1;3;1;2;4.5;0
10411;1;55;1;2;2;3;2;3;3.16;0
10412;2;47;5;4;1;4;3;3;4.23;0
10413;2;69;3;2;1;2;3;1;4.37;0
10414;1;42;4;1;2;2;3;2;1.2;0
10415;2;25;5;3;1;2;2;2;4.82;0
10416;1;56;8;4;2;1;1;3;2.39;0
10417;1;38;10;1;1;2;1;2;4.6;0
10418;1;61;5;4;2;2;1;3;1.12;0
10419;2;44;7;4;1;4;3;2;2.68;0
10420;1;18;10;2;2;3;3;2;3.6;0
10421;2;33;2;2;2;2;3;3;0.58;0
10422;1;52;2;4;2;2;1;2;3.73;0
10423;2;50;2;3;2;1;3;2;3.6;0
10424;1;40;6;4;1;4;3;2;1.61;0
10425;1;37;6;1;1;1;1;2;1.79;0
10426;1;60;5;1;2;3;3;1;5.04;0
10427;1;45;4;3;2;2;2;2;2.26;0
10428;1;28;7;4;2;3;1;1;1.76;0
10429;2;52;6;3;2;3;3;1;3.62;0
10430;1;52;7;3;2;1;3;2;1.57;0
10431;1;35;6;3;2;1;3;3;0.62;0
10432;2;40;7;4;1;4;3;3;4.52;0
10433;2;60;7;1;1;2;3;2;1.34;0
10434;1;30;5;1;1;2;3;2;2.82;0
10435;2;20;8;2;1;2;3;2;5.18;0
10436;1;39;5;1;2;1;2;1;3.26;0
10437;1;43;5;1;1;1;3;2;3.25;0
10438;2;25;6;3;2;4;2;1;3.99;0
10439;1;18;4;3;2;1;1;3;3.76;0
10440;1;33;3;2;2;2;2;2;2.75;0
10441;1;42;5;3;1;2;1;1;4.15;0
10442;1;44;5;1;2;1;1;2;0.61;0
10443;1;34;2;2;2;2;3;2;4.05;0
10444;1;40;7;3;2;1;1;2;1.27;0
10445;1;42;2;4;1;3;2;2;2;0
10446;1;56;5;1;2;3;3;1;1.54;0
10447;1;47;1;1;2;2;3;2;4.41;0
10448;1;18;7;4;1;2;3;3;2.58;0
10449;2;45;8;4;2;2;3;3;3.2;0
10450;2;35;6;2;1;3;3;2;3.83;0
10451;1;29;2;2;2;2;3;1;3.84;0
10452;2;53;6;4;2;2;3;3;3.43;0
10453;1;51;9;1;1;2;2;2;2.67;0
10454;1;56;8;2;2;1;3;3;2.05;0
10455;1;34;6;1;2;1;3;2;1.64;0
10456;1;46;3;4;2;1;3;2;3.01;0
10457;1;38;5;4;1;1;3;1;5.04;0
10458;1;21;4;1;1;1;1;1;1.54;0
10459;2;36;6;2;2;3;3;2;2.1;0
10460;1;24;9;2;2;4;2;1;2.89;0
10461;1;59;0;1;1;3;3;3;3.88;0
10462;1;30;3;2;1;2;2;2;3.89;1
10463;2;38;11;1;2;4;3;2;5.02;0
10464;1;43;4;2;2;3;3;2;5.13;0
10465;1;40;8;2;2;2;3;2;4.14;0
10466;1;51;8;3;1;2;1;2;3;0
10467;1;46;6;2;1;3;3;1;3.48;0
10468;1;57;10;2;1;1;2;1;1.26;0
10469;2;57;6;3;2;1;3;2;0.33;0
10470;1;47;4;1;1;2;1;2;4.99;0
10471;1;65;1;2;1;3;3;1;2.58;0
10472;1;28;0;1;1;1;3;2;4.95;0
10473;2;48;5;1;2;1;3;2;4.8;0
10474;1;32;2;3;1;4;3;2;0.63;0
10475;1;42;8;2;2;2;1;1;2.4;0
10476;2;42;8;4;2;1;3;3;3.73;1
10477;1;29;3;4;2;2;1;3;6.42;0
10478;1;52;9;1;2;2;3;2;4.69;0
10479;2;66;6;4;2;3;2;1;1.86;0
10480;1;40;9;2;2;2;2;3;5.51;1
10481;1;18;5;3;2;3;3;3;0.13;0
10482;2;71;7;2;1;4;3;1;4.15;0
10483;2;62;6;1;1;4;3;2;5.15;0
10484;2;36;3;1;1;3;2;2;1.63;0
10485;1;34;5;1;2;3;1;1;3.33;0
10486;2;48;7;1;2;2;3;2;2.75;0
10487;1;27;4;3;2;3;3;2;2.54;0
10488;2;38;10;1;2;4;1;2;3.5;0
10489;2;46;1;3;1;1;3;1;1.45;0
10490;1;44;0;3;2;1;3;2;1.28;0
10491;2;60;2;2;2;4;3;2;2.16;0
10492;2;57;0;1;2;2;3;2;4.93;0
10493;2;37;1;2;1;2;2;1;5.35;0
10494;2;34;4;3;2;3;2;2;0.74;0
10495;2;50;8;2;2;3;3;1;2.31;0
10496;1;48;4;2;1;2;1;2;1.5;0
10497;2;52;4;1;2;4;2;3;2.86;0
10498;1;24;6;4;2;3;3;1;2.22;0
10499;2;34;0;2;2;1;3;1;3.15;0
10500;2;46;8;3;2;4;1;2;0.93;0
10501;2;37;7;1;1;2;3;1;5.47;0
10502;1;19;6;2;2;3;3;2;3.36;0
10503;2;48;4;1;2;3;3;1;4.19;0
10504;1;43;3;2;2;2;3;1;1.87;0
10505;1;42;10;2;2;2;2;3;3.13;0
10506;2;55;7;3;2;3;2;1;3.5;0
10507;1;41;4;3;2;2;3;1;4.81;0
10508;1;51;5;3;2;1;3;2;4.62;0
10509;1;56;1;3;1;3;2;2;5.06;0
10510;1;51;5;1;2;2;3;2;0.57;0
10511;1;30;7;1;1;3;3;2;2.32;0
10512;1;49;7;1;2;1;3;2;1.39;0
10513;1;33;6;1;2;1;3;2;1.68;0
10514;2;45;7;3;2;3;3;3;0.38;0
10515;1;24;0;2;2;4;1;3;2.52;0
10516;1;43;5;1;2;1;3;2;3.68;0
10517;2;35;4;3;1;3;3;2;1.78;0
10518;2;31;6;3;2;1;3;1;3.46;0
10519;1;43;6;4;2;2;3;2;2.33;0
10520;2;45;3;3;1;1;3;3;3.99;0
10521;1;75;4;1;2;2;1;2;6.11;0
10522;2;28;6;2;1;2;3;1;1.26;0
10523;1;39;4;1;1;4;3;2;2.96;0
10524;2;68;9;1;2;3;3;2;4.55;0
10525;2;38;2;1;2;2;3;2;2.73;0
10526;1;64;5;3;2;3;3;1;4.17;0
10527;2;35;7;2;2;3;1;1;3.63;0
10528;1;59;4;3;2;3;3;2;3.12;0
10529;1;42;5;3;2;3;3;2;4.22;0
10530;2;36;7;1;2;3;3;2;2.79;0
10531;1;36;3;1;2;3;3;2;3.07;0
10532;1;56;4;1;2;2;1;2;4.5;0
10533;2;23;3;2;2;2;1;2;4.36;0
10534;2;55;7;3;2;4;3;2;3.89;0
10535;2;66;3;1;2;2;3;2;5.49;0
10536;1;44;4;3;2;3;2;3;4.87;0
10537;1;39;5;1;2;1;3;2;1.34;0
10538;2;55;3;3;2;1;2;3;2.42;0
10539;2;42;2;3;1;2;1;3;4.43;0
10540;1;18;9;1;2;2;3;2;3.3;0
10541;2;35;4;1;1;3;1;3;0.51;0
10542;2;37;7;1;1;2;3;2;1.72;0
10543;2;44;6;3;2;3;3;2;1.88;0
10544;2;46;6;2;2;2;1;1;1.14;0
10545;2;47;8;4;1;1;1;2;3.33;0
10546;2;48;5;2;2;1;3;3;6.38;0
10547;1;50;4;1;2;3;2;2;0.93;0
10548;1;47;4;3;2;2;2;2;3.09;0
10549;2;26;5;2;2;2;1;3;2.62;0
10550;2;68;6;2;2;3;3;1;2.8;0
10551;1;41;3;1;2;2;3;2;5.13;0
10552;1;53;9;2;2;2;1;2;4.84;0
10553;1;66;9;3;1;2;3;2;3.13;0
10554;1;37;9;3;2;3;1;1;3.55;0
10555;1;23;1;2;2;1;3;2;4.41;0
10556;1;21;6;4;2;2;2;1;2.69;0
10557;2;31;1;3;2;2;1;1;0.48;0
10558;2;27;6;3;1;3;3;3;2.64;0
10559;2;59;2;3;1;1;3;2;5.34;0
10560;2;35;7;2;2;2;3;1;1.65;0
10561;2;38;8;3;2;2;3;2;0.08;0
10562;2;53;4;2;2;4;3;2;5.72;0
10563;1;54;3;2;1;3;2;3;5.68;0
10564;1;55;2;4;2;2;2;3;5.02;0
10565;1;18;6;3;1;2;3;1;3.61;0
10566;2;37;1;2;2;3;3;2;2.61;0
10567;1;46;1;2;1;4;3;2;2.33;0
10568;1;56;4;1;2;2;3;2;4.24;0
10569;2;48;7;1;1;2;1;3;2.77;0
10570;2;60;0;3;2;3;3;2;1.33;0
10571;2;53;6;1;1;1;2;2;2.79;0
10572;1;42;4;1;1;2;1;2;2.58;0
10573;2;55;7;3;2;3;3;1;6.06;0
10574;2;62;5;1;2;2;3;2;4.34;0
10575;2;57;1;3;1;2;3;2;3.78;0
10576;1;54;5;4;1;2;3;1;1.59;0
10577;1;41;6;2;2;2;3;2;2.72;0
10578;1;18;4;3;2;1;2;2;2.27;0
10579;2;59;8;2;1;3;3;2;5.83;0
10580;2;60;5;1;1;3;3;3;0.31;0
10581;1;54;4;2;2;4;3;1;3.21;0
10582;2;53;8;4;2;4;3;1;1.84;0
10583;1;29;5;1;2;2;3;1;4.95;0
10584;2;51;6;1;2;1;2;1;3.76;0
10585;1;36;4;3;2;3;2;3;3.63;0
10586;1;41;7;3;2;4;3;3;2.34;0
10587;1;59;7;3;2;2;3;3;4.3;0
10588;1;75;8;4;2;4;3;2;1.82;0
10589;1;46;2;4;2;2;3;1;4.16;0
10590;1;40;11;3;2;3;3;1;3.76;0
10591;1;33;6;2;1;2;3;2;4.66;0
10592;1;42;1;1;2;1;3;2;2.89;0
10593;1;57;7;4;1;1;2;3;2.16;0
10594;2;25;6;1;2;2;2;1;3.31;0
10595;2;44;8;2;1;2;3;3;4.06;0
10596;1;56;6;3;2;2;1;1;2.56;0
10597;2;50;4;4;2;1;2;1;2.23;0
10598;2;52;1;1;2;2;3;2;3.14;0
10599;1;27;5;2;1;3;3;2;2.2;0
10600;2;63;11;1;2;2;1;2;1.93;0
10601;2;55;3;3;2;3;3;2;2.1;0
10602;2;81;7;1;2;3;3;1;4.72;0
10603;2;46;4;2;2;1;2;1;2.09;0
10604;1;72;2;4;2;3;1;2;3.46;0
10605;2;69;5;4;2;1;2;1;0.08;0
10606;1;18;2;2;2;2;3;2;4.71;0
10607;1;43;2;4;2;2;3;2;0.08;0
10608;2;23;5;1;2;1;3;3;3.44;0
10609;2;31;6;1;2;3;3;3;0.15;0
10610;1;41;5;1;2;1;3;1;5.93;0
10611;2;58;2;3;2;4;3;1;3.03;0
10612;1;35;0;2;2;2;3;1;1.87;0
10613;2;18;6;2;2;3;3;2;4.44;0
10614;1;33;4;4;1;3;3;1;2.42;0
10615;2;48;6;2;2;2;2;3;4.55;0
10616;1;35;3;2;2;4;1;1;3.82;0
10617;1;43;8;1;1;4;3;2;0.08;0
10618;2;23;6;2;2;3;1;1;2.19;0
10619;2;22;6;2;2;1;1;3;1.24;0
10620;2;26;2;1;2;2;1;3;1.86;0
10621;2;55;0;3;1;3;3;2;4.44;0
10622;1;53;5;1;2;3;3;1;3.76;0
10623;1;31;5;1;2;2;3;2;2.04;0
10624;1;42;6;1;2;2;3;2;0.08;0
10625;2;54;3;2;2;2;3;2;1.26;0
10626;2;18;2;2;2;3;3;2;2.94;0
10627;1;35;7;2;1;3;2;2;2.62;0
10628;2;70;0;2;2;2;3;2;2.76;0
10629;1;42;6;3;1;3;3;2;4.41;0
10630;2;58;6;2;1;3;2;2;0.91;0
10631;2;55;5;1;1;4;2;1;5.13;0
10632;2;45;4;2;2;3;3;1;2.88;0
10633;2;45;12;4;2;2;3;1;3.05;0
10634;1;53;3;3;2;2;3;1;1.74;0
10635;2;32;7;4;2;2;3;3;6.19;0
10636;2;72;5;4;2;1;3;2;3.29;0
10637;2;26;2;2;2;2;1;3;0.08;0
10638;2;56;5;4;2;3;3;2;5.78;0
10639;1;76;6;1;2;1;3;2;3.03;0
10640;1;28;4;3;2;2;3;3;2.66;0
10641;1;28;3;2;1;2;2;3;1.84;0
10642;2;39;9;4;2;3;3;1;2.85;0
10643;2;44;4;2;2;3;3;3;2.02;0
10644;1;49;1;1;2;1;1;2;2.08;0
10645;2;42;4;1;1;3;3;2;2.07;0
10646;1;31;3;2;2;2;3;2;2.07;0
10647;1;73;5;3;1;3;1;1;0.22;0
10648;1;53;7;2;2;4;1;2;3.22;0
10649;1;49;6;1;1;3;3;2;1.44;0
10650;2;70;5;3;2;1;3;3;1.48;0
10651;2;34;3;4;2;2;3;1;2.53;0
10652;2;46;0;3;2;2;1;3;3.13;0
10653;1;37;8;3;1;1;2;1;1.83;0
10654;1;66;0;4;2;3;3;1;2.18;0
10655;1;54;3;2;2;2;3;3;4.7;0
10656;1;37;10;1;2;3;3;3;2.86;0
10657;1;71;4;1;1;2;3;2;2.39;0
10658;1;28;8;3;1;3;2;1;1.98;0
10659;2;63;5;2;1;1;3;1;2.47;0
10660;1;64;4;1;2;3;3;3;3.51;0
10661;1;77;4;3;2;4;3;2;1.88;0
10662;1;35;7;4;2;1;2;1;5.4;0
10663;1;43;8;2;1;3;3;2;3.78;0
10664;2;32;5;4;2;2;1;2;2.14;0
10665;1;55;5;2;2;2;3;1;2.73;0
10666;2;50;7;2;2;4;1;3;3.87;0
10667;2;40;8;2;1;3;3;2;2.08;0
10668;1;41;1;1;2;3;2;2;2.31;0
10669;2;62;6;2;2;3;3;1;2.42;0
10670;1;44;7;1;1;1;3;2;3.91;0
10671;1;48;7;1;2;1;2;2;2.07;0
10672;1;32;9;1;2;2;1;1;3.78;0
10673;1;82;7;1;2;1;1;2;1.8;0
10674;2;42;9;3;1;4;3;3;4.23;0
10675;1;30;3;1;2;2;3;1;4.47;0
10676;1;58;5;3;2;1;1;3;0.6;0
10677;2;46;5;2;2;2;2;1;2.72;0
10678;2;48;2;3;2;3;2;2;3.4;0
10679;1;43;7;1;2;2;3;2;2.38;0
10680;1;44;8;3;2;2;2;2;1.42;1
10681;2;40;5;1;1;2;1;3;3.31;0
10682;1;39;11;4;1;3;2;2;5.56;0
10683;1;48;3;4;1;1;3;2;3.67;0
10684;1;45;0;1;2;4;3;2;6.46;0
10685;2;41;5;2;2;2;3;3;4.84;0
10686;1;34;8;2;2;3;3;1;3.25;0
10687;2;36;5;1;2;3;3;2;3.57;0
10688;1;49;9;2;2;2;3;3;0.08;0
10689;2;35;4;1;2;2;3;2;2.15;0
10690;1;26;5;2;2;3;2;1;3.46;0
10691;2;47;3;1;1;3;2;2;4.23;0
10692;2;46;8;2;2;3;1;2;2.22;0
10693;1;60;7;1;2;3;3;1;2.77;0
10694;2;77;7;1;2;1;3;3;3.55;0
10695;1;53;7;1;1;1;1;2;3.61;0
10696;2;54;8;3;1;3;2;2;1.68;0
10697;1;40;5;2;1;2;3;1;4.76;0
10698;1;21;3;3;1;2;2;2;1.4;0
10699;1;32;2;4;1;3;1;2;3.1;0
10700;1;32;5;2;2;1;1;2;3.03;0
10701;1;41;7;1;2;1;3;2;2.29;0
10702;2;47;8;2;2;2;2;2;2.23;0
10703;2;60;3;2;2;2;3;2;1.26;0
10704;1;47;3;2;2;2;1;2;1.38;0
10705;1;30;9;1;2;4;2;2;2.08;0
10706;1;42;4;3;2;1;3;1;2.97;0
10707;2;52;8;3;1;3;2;1;2.6;0
10708;1;65;4;2;1;2;2;3;5.62;0
10709;1;55;3;3;2;3;3;3;4.72;0
10710;1;71;4;3;2;2;1;2;3.97;0
10711;1;41;7;2;2;2;3;2;1.14;0
10712;1;43;2;1;2;3;3;1;2.21;0
10713;2;18;6;3;2;2;3;2;5.82;0
10714;2;25;5;3;1;3;3;2;4.39;0
10715;1;39;6;3;1;3;1;2;5.33;0
10716;2;23;7;1;2;4;3;1;2.96;0
10717;1;26;3;1;2;2;1;2;2.6;0
10718;1;50;11;3;2;3;3;3;3.44;0
10719;2;64;11;2;2;2;3;3;0.08;0
10720;1;45;2;4;2;3;3;2;1.85;0
10721;1;59;6;4;2;2;2;2;3.87;0
10722;1;18;3;3;2;1;3;1;1.72;0
10723;2;42;3;2;2;2;2;3;3.58;0
10724;2;54;5;1;2;2;2;1;2.65;0
10725;1;32;1;1;2;1;3;1;1.57;0
10726;1;23;5;1;1;1;3;2;1.51;0
10727;2;21;2;2;2;3;1;2;0.08;0
10728;2;18;5;1;1;3;3;1;1.85;0
10729;1;50;6;2;2;2;3;2;4.99;0
10730;2;30;1;3;2;2;3;2;4.29;0
10731;2;34;7;2;2;2;3;1;3.57;0
10732;1;23;3;3;1;3;3;1;2.62;1
10733;2;32;3;1;2;2;3;1;4.26;0
10734;1;45;2;2;2;2;2;2;3.98;0
10735;2;36;2;2;2;2;3;2;2.46;0
10736;2;55;5;2;2;1;3;2;3.28;0
10737;2;33;4;2;1;2;2;3;1.18;0
10738;1;62;6;3;2;2;3;1;3.9;0
10739;1;18;5;2;1;2;3;2;3.54;0
10740;1;18;6;2;2;3;3;1;2.24;0
10741;2;18;5;1;2;3;3;3;3.32;0
10742;2;49;5;1;2;3;1;2;2.76;0
10743;1;42;6;4;2;3;3;3;0.63;0
10744;1;52;6;1;2;3;3;2;1.92;1
10745;2;40;5;1;2;3;3;1;0.08;0
10746;1;25;7;3;1;2;3;2;4.88;0
10747;1;67;4;3;1;3;3;2;3.98;0
10748;1;61;2;2;2;2;2;1;5.1;0
10749;1;28;4;2;2;2;3;2;5.08;0
10750;1;51;6;1;1;3;3;2;2.99;0
10751;1;39;2;1;2;2;3;2;3.32;0
10752;2;32;8;1;2;4;3;2;3.13;1
10753;1;61;3;3;2;1;2;2;4.65;0
10754;2;47;0;1;2;3;3;2;1.25;0
10755;2;65;6;2;2;1;3;2;2.43;0
10756;2;62;6;3;2;1;2;3;2.64;0
10757;2;50;5;2;2;2;3;3;0.31;0
10758;1;24;5;4;2;2;3;2;3.78;0
10759;2;56;7;1;2;3;3;2;5.27;0
10760;2;49;11;1;1;3;3;1;1.22;0
10761;2;23;5;1;2;3;3;2;0.48;0
10762;1;31;6;1;2;2;3;1;3.46;0
10763;1;23;5;2;2;2;1;2;3.65;0
10764;1;60;7;1;2;3;3;3;4.76;0
10765;1;62;1;3;2;2;3;2;5.16;0
10766;1;59;4;4;2;2;3;1;2.7;0
10767;2;44;2;2;2;3;3;2;3.12;0
10768;1;63;3;2;1;1;3;2;3.97;0
10769;1;25;5;1;2;2;2;2;2.43;0
10770;1;36;7;3;2;1;3;3;5.51;0
10771;1;43;3;2;2;3;3;2;2.17;0
10772;1;18;3;4;2;3;3;1;5.39;0
10773;2;22;4;3;1;4;3;2;1.31;0
10774;1;32;9;3;2;1;1;2;3.01;0
10775;1;39;3;3;2;1;3;1;3.09;0
10776;1;50;3;2;2;3;2;1;4.08;0
10777;1;20;5;2;2;3;2;2;5.15;0
10778;2;46;11;2;2;3;3;2;2.6;0
10779;1;57;8;1;2;3;3;1;2.86;0
10780;2;53;3;3;2;1;3;3;5.21;0
10781;2;37;4;3;2;3;3;2;4.72;0
10782;1;42;6;2;2;3;3;2;3.87;0
10783;2;29;4;1;1;4;1;2;1.03;0
10784;2;53;6;3;2;3;3;1;4.31;1
10785;1;42;4;2;2;4;2;1;0.81;0
10786;1;34;0;3;2;2;2;2;3.5;0
10787;1;50;9;2;1;4;2;1;3.04;0
10788;1;66;0;1;2;2;3;1;3.1;0
10789;1;36;4;1;2;4;3;1;3.86;0
10790;1;55;8;2;2;3;1;3;0.08;0
10791;1;43;0;2;1;2;3;3;0.68;0
10792;2;21;5;1;2;1;3;3;3.52;0
10793;1;69;0;2;2;4;1;2;3.8;0
10794;1;82;5;3;1;3;2;1;1.78;0
10795;1;31;6;2;2;4;3;3;5.34;0
10796;1;36;1;3;2;4;3;1;0.49;0
10797;1;74;3;2;1;2;3;2;4.19;1
10798;1;46;5;4;2;1;3;2;1.26;0
10799;1;44;1;2;2;2;1;2;2.91;0
10800;1;22;6;2;1;2;3;2;1.94;0
10801;1;49;6;4;2;2;3;2;3.82;0
10802;1;28;1;2;2;2;2;2;4.39;0
10803;2;23;2;2;2;4;2;3;4.07;0
10804;1;50;2;2;1;1;3;3;2.99;0
10805;1;48;3;3;2;3;2;2;3.95;0
10806;2;42;7;1;1;3;3;1;4.78;0
10807;1;61;5;1;2;3;3;2;3.44;0
10808;1;48;3;4;2;3;3;3;4.43;0
10809;1;74;0;3;2;4;1;1;2.79;0
10810;2;46;4;3;2;2;3;2;2.31;0
10811;1;31;3;2;2;2;3;2;2.08;0
10812;2;52;7;1;2;3;1;1;2.7;0
10813;2;31;6;3;2;2;2;2;2.67;0
10814;1;47;3;3;2;1;3;2;3.32;0
10815;1;57;4;1;2;4;1;1;5.51;0
